Unexplained	Promoter	Distal	gene
100	0	0	0610005C13Rik
100	0	0	0610007P14Rik
100	0	0	0610009B22Rik
79.0281329923274	0	20.9718670076726	0610009L18Rik
100	0	0	0610009O20Rik
100	0	0	0610010F05Rik
100	0	0	0610010K14Rik
100	0	0	0610012G03Rik
100	0	0	0610030E20Rik
100	0	0	0610037L13Rik
100	0	0	0610039H22Rik
100	0	0	0610040B10Rik
100	0	0	0610040J01Rik
0	0	100	1010001N08Rik
100	0	0	1110002L01Rik
57.7215189873418	42.2784810126582	0	1110004E09Rik
55.9509202453988	44.0490797546012	0	1110004F10Rik
75.7851239669422	0	24.2148760330578	1110006O24Rik
100	0	0	1110008F13Rik
85.3893263342082	14.6106736657918	0	1110008L16Rik
100	0	0	1110008P14Rik
100	0	0	1110012L19Rik
93.1428571428571	0	6.85714285714286	1110019D14Rik
100	0	0	1110020A21Rik
70.7606973058637	0	29.2393026941363	1110028F11Rik
93.5946462715105	0	6.40535372848948	1110032A03Rik
96.58203125	0	3.41796875	1110032F04Rik
100	0	0	1110034G24Rik
96.2245885769603	3.77541142303969	0	1110037F02Rik
92.3368022705771	0	7.66319772942289	1110038B12Rik
72.3577235772358	0	27.6422764227642	1110038F14Rik
91.5254237288135	0	8.47457627118644	1110046J04Rik
97.9371316306483	2.06286836935167	0	1110051M20Rik
71.7948717948718	0	28.2051282051282	1110059E24Rik
79.4849785407725	0	20.5150214592275	1110059G10Rik
100	0	0	1110065P20Rik
55.6825823806321	0	44.3174176193679	1190002N15Rik
64.5697758496023	13.2321041214751	22.1981200289226	1190007I07Rik
100	0	0	1300002E11Rik
0	100	0	1300017J02Rik
100	0	0	1500004A13Rik
92.687559354226	0	7.31244064577398	1500009L16Rik
71.3833992094862	0	28.6166007905138	1500011B03Rik
72.1023181454836	0	27.8976818545164	1500011K16Rik
100	0	0	1500015A07Rik
100	0	0	1500015O10Rik
100	0	0	1500026H17Rik
100	0	0	1600002H07Rik
100	0	0	1600002K03Rik
67.0705630791162	32.9294369208838	0	1600010M07Rik
64.6935933147632	35.3064066852368	0	1600012H06Rik
94.5139557266603	0	5.48604427333975	1600014C10Rik
100	0	0	1600020E01Rik
94.1120607787275	5.88793922127256	0	1600023N17Rik
98.3201581027668	0	1.6798418972332	1600029I14Rik
100	0	0	1600029O15Rik
100	0	0	1700001C19Rik
100	0	0	1700001G11Rik
85.0450450450451	0	14.954954954955	1700001G17Rik
95.1149425287356	4.88505747126437	0	1700001J11Rik
100	0	0	1700001L05Rik
100	0	0	1700001O22Rik
58.4942084942085	41.5057915057915	0	1700003E16Rik
100	0	0	1700007L15Rik
70.5474171164225	11.8735543562066	17.5790285273709	1700008J07Rik
100	0	0	1700008O03Rik
54.53446191052	45.46553808948	0	1700010I14Rik
63.3676975945017	36.6323024054983	0	1700012B07Rik
90.9774436090225	0	9.02255639097744	1700012D01Rik
57.2060682680152	42.7939317319848	0	1700012D16Rik
100	0	0	1700017B05Rik
56.9230769230769	43.0769230769231	0	1700019D03Rik
97.4459724950884	0	2.55402750491159	1700020I14Rik
100	0	0	1700020L24Rik
100	0	0	1700021F05Rik
100	0	0	1700022A21Rik
98.8095238095238	0	1.19047619047619	1700024P16Rik
37.1162790697674	46.3720930232558	16.5116279069767	1700025G04Rik
100	0	0	1700027F09Rik
39.2718446601942	43.6893203883495	17.0388349514563	1700027J07Rik
99.1053677932405	0	0.894632206759443	1700028E10Rik
12.2991527899503	0	87.7008472100497	1700028I16Rik
100	0	0	1700028J19Rik
100	0	0	1700028K03Rik
53.9640239840107	0	46.0359760159893	1700029J07Rik
100	0	0	1700029M20Rik
