Unexplained	Promoter	Distal	gene
82.8371278458844	4.64098073555166	12.5218914185639	0610005C13Rik
100	0	0	0610007P14Rik
100	0	0	0610009B22Rik
76.4188649080735	23.5811350919265	0	0610009L18Rik
100	0	0	0610009O20Rik
85.9030837004405	14.0969162995595	0	0610010F05Rik
100	0	0	0610010K14Rik
27.4845285766291	70.5132872224245	2.00218420094649	0610012G03Rik
100	0	0	0610030E20Rik
100	0	0	0610037L13Rik
100	0	0	0610039H22Rik
33.7865055387714	0	66.2134944612286	0610040B10Rik
54.6004842615012	45.3995157384988	0	0610040J01Rik
79.8109965635739	0	20.1890034364261	1010001N08Rik
100	0	0	1110002L01Rik
76.9540692989525	23.0459307010475	0	1110004E09Rik
100	0	0	1110004F10Rik
94.8374760994264	5.16252390057361	0	1110006O24Rik
100	0	0	1110008F13Rik
98.3251231527094	1.67487684729064	0	1110008L16Rik
100	0	0	1110008P14Rik
100	0	0	1110012L19Rik
100	0	0	1110019D14Rik
52.9054054054054	0	47.0945945945946	1110020A21Rik
90.2712815715622	0	9.72871842843779	1110028F11Rik
100	0	0	1110032A03Rik
100	0	0	1110032F04Rik
100	0	0	1110034G24Rik
68.9709347996858	0	31.0290652003142	1110037F02Rik
89.1008174386921	10.8991825613079	0	1110038B12Rik
73.4996102883866	26.5003897116134	0	1110038F14Rik
100	0	0	1110046J04Rik
100	0	0	1110051M20Rik
100	0	0	1110059E24Rik
78.5	12.5	9	1110059G10Rik
100	0	0	1110065P20Rik
87.6373626373626	0	12.3626373626374	1190002N15Rik
54.776299879081	45.223700120919	0	1190007I07Rik
100	0	0	1300002E11Rik
100	0	0	1300017J02Rik
100	0	0	1500004A13Rik
100	0	0	1500009L16Rik
100	0	0	1500011B03Rik
85.7657657657658	0	14.2342342342342	1500011K16Rik
74.6687451286048	25.3312548713952	0	1500015A07Rik
48.5609308022045	0	51.4390691977955	1500015O10Rik
100	0	0	1500026H17Rik
24.2811501597444	75.7188498402556	0	1600002H07Rik
62.3554913294798	0	37.6445086705202	1600002K03Rik
100	0	0	1600010M07Rik
98.9098116947473	1.09018830525273	0	1600012H06Rik
27.6036036036036	65.1891891891892	7.20720720720721	1600014C10Rik
100	0	0	1600020E01Rik
52.9131985731272	47.0868014268728	0	1600023N17Rik
0	0	100	1600029I14Rik
54.489544895449	40.7134071340713	4.7970479704797	1600029O15Rik
100	0	0	1700001C19Rik
93.9655172413793	0	6.03448275862069	1700001G11Rik
54.136690647482	45.863309352518	0	1700001G17Rik
67.3881673881674	32.6118326118326	0	1700001J11Rik
100	0	0	1700001L05Rik
69.7193500738553	30.2806499261448	0	1700001O22Rik
100	0	0	1700003E16Rik
100	0	0	1700007L15Rik
100	0	0	1700008J07Rik
97.6493633692458	2.35063663075416	0	1700008O03Rik
63.5964912280702	0	36.4035087719298	1700010I14Rik
39.1898257183231	60.8101742816769	0	1700012B07Rik
96.4878048780488	0	3.51219512195122	1700012D01Rik
48.2202447163515	51.7797552836485	0	1700012D16Rik
100	0	0	1700017B05Rik
100	0	0	1700019D03Rik
94.7013487475915	0	5.29865125240848	1700020I14Rik
89.2293407613742	0	10.7706592386258	1700020L24Rik
77.834179357022	0	22.165820642978	1700021F05Rik
100	0	0	1700022A21Rik
100	0	0	1700024P16Rik
64.3912737508797	35.6087262491203	0	1700025G04Rik
100	0	0	1700027F09Rik
100	0	0	1700027J07Rik
100	0	0	1700028E10Rik
100	0	0	1700028I16Rik
100	0	0	1700028J19Rik
46.071619454837	53.928380545163	0	1700028K03Rik
100	0	0	1700029J07Rik
9.2924126172208	90.7075873827792	0	1700029M20Rik
100	0	0	1700030C10Rik
100	0	0	1700030J22Rik
100	0	0	1700030K09Rik
46.6237942122186	53.3762057877814	0	1700034J05Rik
100	0	0	1700037C18Rik
71.4285714285714	28.5714285714286	0	1700037H04Rik
53.2149418248622	33.9252908756889	12.8597672994489	1700040L02Rik
84.8563968668407	15.1436031331593	0	1700042O10Rik
100	0	0	1700047M11Rik
100	0	0	1700048O20Rik
100	0	0	1700052K11Rik
68.8130333591932	0	31.1869666408068	1700056E22Rik
3.65095285857573	96.3490471414243	0	1700061F12Rik
100	0	0	1700061G19Rik
82.5828377230246	17.4171622769754	0	1700066B19Rik
75.5767700875099	24.4232299124901	0	1700066M21Rik
100	0	0	1700071M16Rik
97.6377952755905	0	2.36220472440945	1700084E18Rik
84.8563968668407	15.1436031331593	0	1700086O06Rik
100	0	0	1700094D03Rik
100	0	0	1700095J12Rik
100	0	0	1700096K18Rik
69.9607843137255	0	30.0392156862745	1700097N02Rik
100	0	0	1700102P08Rik
98.9087301587302	0.297619047619048	0.793650793650794	1700112E06Rik
92.7893738140417	0	7.21062618595825	1700113A16Rik
60.1315789473684	39.8684210526316	0	1700113H08Rik
100	0	0	1700122C19Rik
100	0	0	1700123M08Rik
79.1416309012876	0	20.8583690987124	1700123O20Rik
71.1128048780488	27.8201219512195	1.06707317073171	1810006J02Rik
100	0	0	1810010H24Rik
89.6080218778487	10.3919781221513	0	1810011H11Rik
85.341726618705	0	14.658273381295	1810011O10Rik
100	0	0	1810013L24Rik
57.3945877910636	42.6054122089364	0	1810014B01Rik
90.7083716651334	9.2916283348666	0	1810022K09Rik
68.3791606367583	31.6208393632417	0	1810026B05Rik
100	0	0	1810026J23Rik
87.0106761565836	12.9893238434164	0	1810030O07Rik
58.7730870712401	39.3139841688654	1.91292875989446	1810032O08Rik
64.3710470836261	35.6289529163739	0	1810034E14Rik
100	0	0	1810037I17Rik
100	0	0	1810041H14Rik
100	0	0	1810041L15Rik
99.2047713717694	0	0.795228628230616	1810043G02Rik
100	0	0	1810044D09Rik
100	0	0	1810046K07Rik
83.175965665236	16.8240343347639	0	1810055G02Rik
87.645478961504	12.354521038496	0	1810058I24Rik
100	0	0	1810062G17Rik
100	0	0	1810062O18Rik
100	0	0	1810065E05Rik
53.2163742690059	0	46.7836257309942	2010001A14Rik
100	0	0	2010016I18Rik
100	0	0	2010106E10Rik
100	0	0	2010107E04Rik
40.2321083172147	59.7678916827853	0	2010107G23Rik
75.8965804837364	0	24.1034195162635	2010109A12Rik
100	0	0	2010109I03Rik
51.5595162316996	13.1126670910248	35.3278166772756	2010111I01Rik
37.5816993464052	62.0915032679739	0.326797385620915	2010204K13Rik
100	0	0	2010300C02Rik
90.3828197945845	0	9.6171802054155	2010315B03Rik
52.3104265402844	47.6895734597156	0	2010320M18Rik
100	0	0	2200002D01Rik
57.3667711598746	42.6332288401254	0	2210011C24Rik
100	0	0	2210013O21Rik
100	0	0	2210016F16Rik
92.5163704396632	7.48362956033676	0	2210016L21Rik
92.5960637300844	7.40393626991565	0	2210407C18Rik
92.5189393939394	0	7.48106060606061	2210408F21Rik
82.5641025641026	17.4358974358974	0	2210408I21Rik
74.9180327868852	0	25.0819672131148	2210414B05Rik
98.5192497532083	1.48075024679171	0	2300009A05Rik
100	0	0	2310001H17Rik
100	0	0	2310009A05Rik
99.402390438247	0	0.597609561752988	2310009B15Rik
100	0	0	2310010J17Rik
100	0	0	2310011J03Rik
98.422090729783	1.57790927021696	0	2310015A10Rik
28.6618444846293	0	71.3381555153707	2310015D24Rik
100	0	0	2310022A10Rik
95.1149425287356	4.88505747126437	0	2310022B05Rik
100	0	0	2310030G06Rik
100	0	0	2310033P09Rik
100	0	0	2310034G01Rik
100	0	0	2310035C23Rik
100	0	0	2310036O22Rik
32.9563812600969	67.0436187399031	0	2310039H08Rik
96.6958211856171	3.3041788143829	0	2310040G24Rik
91.9925512104283	8.00744878957169	0	2310057M21Rik
91.0881801125704	0	8.91181988742964	2310061I04Rik
100	0	0	2310075C17Rik
100	0	0	2410002F23Rik
100	0	0	2410004B18Rik
84.3425605536332	15.6574394463668	0	2410004P03Rik
33.2850940665702	0	66.7149059334298	2410006H16Rik
100	0	0	2410015M20Rik
100	0	0	2410016O06Rik
55.8732131758857	44.1267868241144	0	2410018L13Rik
94.7013487475915	0	5.29865125240848	2410089E03Rik
100	0	0	2410131K14Rik
100	0	0	2500002B13Rik
85.2530541012217	14.7469458987784	0	2500004C02Rik
100	0	0	2510002D24Rik
95.2975047984645	4.70249520153551	0	2510009E07Rik
89.7716894977169	10.2283105022831	0	2510039O18Rik
100	0	0	2610001J05Rik
100	0	0	2610002M06Rik
83.3476394849785	16.6523605150215	0	2610005L07Rik
100	0	0	2610008E11Rik
99.8003992015968	0.199600798403194	0	2610020C07Rik
34.1081994928149	65.8918005071851	0	2610020H08Rik
86.3957597173145	13.6042402826855	0	2610027K06Rik
100	0	0	2610035D17Rik
100	0	0	2610037D02Rik
100	0	0	2610042L04Rik
100	0	0	2610044O15Rik8
85.2150537634409	0	14.7849462365591	2610203C22Rik
82.791922739245	0	17.208077260755	2610206C17Rik
100	0	0	2610301B20Rik
90.2234636871508	0	9.77653631284916	2610306M01Rik
100	0	0	2610307P16Rik
100	0	0	2610318N02Rik
89.09426987061	0	10.90573012939	2610507B11Rik
100	0	0	2610507I01Rik
100	0	0	2610524H06Rik
100	0	0	2610528A11Rik
28.4547069271758	71.5452930728242	0	2700038G22Rik
100	0	0	2700046G09Rik
100	0	0	2700049A03Rik
100	0	0	2700054A10Rik
100	0	0	2700060E02Rik
100	0	0	2700062C07Rik
100	0	0	2700081O15Rik
100	0	0	2700094K13Rik
90.0279589934762	0	9.97204100652377	2700097O09Rik
100	0	0	2700099C18Rik
69.7037037037037	30.2962962962963	0	2810001G20Rik
100	0	0	2810002D19Rik
92.1475875118259	0	7.85241248817408	2810004N23Rik
82.7645051194539	17.2354948805461	0	2810006K23Rik
72.3502304147465	27.6497695852535	0	2810013P06Rik
96.7741935483871	0	3.2258064516129	2810021J22Rik
84.9462365591398	0	15.0537634408602	2810025M15Rik
100	0	0	2810029C07Rik
100	0	0	2810032G03Rik
46.5357337697763	53.4642662302237	0	2810047C21Rik1
100	0	0	2810403A07Rik
29.2402464065708	41.0266940451745	29.7330595482546	2810403D21Rik
100	0	0	2810408A11Rik
100	0	0	2810408I11Rik
100	0	0	2810410L24Rik
100	0	0	2810417H13Rik
100	0	0	2810428I15Rik
77.9000846740051	0	22.0999153259949	2810454H06Rik
85.0759606791778	0	14.9240393208222	2810459M11Rik
66.7385057471264	33.2614942528736	0	2810468N07Rik
62.0735785953177	37.9264214046823	0	2810474O19Rik
95.4501452081317	0	4.54985479186834	2900005J15Rik
80.5724197745013	0	19.4275802254987	2900011O08Rik
100	0	0	2900026A02Rik
100	0	0	2900041M22Rik
100	0	0	2900052N01Rik
100	0	0	2900060B14Rik
50.7575757575758	49.2424242424242	0	2900076A07Rik
100	0	0	2900079G21Rik
100	0	0	2900097C17Rik
100	0	0	3000002C10Rik
100	0	0	3010026O09Rik
100	0	0	3110002H16Rik
100	0	0	3110009E18Rik
100	0	0	3110021A11Rik
100	0	0	3110035E14Rik
81.864406779661	18.135593220339	0	3110039I08Rik
100	0	0	3110040N11Rik
84.8349687778769	0	15.1650312221231	3110043O21Rik
100	0	0	3110045C21Rik
100	0	0	3110056K07Rik
100	0	0	3110062M04Rik
81.634446397188	0	18.3655536028119	3110082I17Rik
100	0	0	3200001D21Rik
100	0	0	3300005D01Rik
37.5586854460094	50.4225352112676	12.018779342723	3425401B19Rik
76.6299745977985	0	23.3700254022015	3632451O06Rik
84.8837209302326	0	15.1162790697674	3632454L22Rik
100	0	0	3830403N18Rik
100	0	0	3830406C13Rik
100	0	0	3830408C21Rik
54.8957675300063	45.1042324699937	0	4430402I18Rik
100	0	0	4632404H12Rik
100	0	0	4632415L05Rik
100	0	0	4632427E13Rik
100	0	0	4632428C04Rik
91.6116870876532	0	8.38831291234684	4732471J01Rik
100	0	0	4732491K20Rik
100	0	0	4831440E17Rik
93.4844192634561	6.51558073654391	0	4833411C07Rik
100	0	0	4833412C05Rik
85.4768153980752	14.5231846019248	0	4833417C18Rik
100	0	0	4833418N02Rik
100	0	0	4833419F23Rik
100	0	0	4833420G17Rik
100	0	0	4833422C13Rik
100	0	0	4833439L19Rik
100	0	0	4921501E09Rik
100	0	0	4921507P07Rik
81.8412162162162	18.1587837837838	0	4921511C10Rik
59.8821989528796	39.2015706806283	0.916230366492147	4921511I17Rik
100	0	0	4921517D22Rik
100	0	0	4921524J17Rik
67.2741078208049	0	32.7258921791951	4921525O09Rik
83.3476394849785	16.6523605150215	0	4921531C22Rik
100	0	0	4922502D21Rik
100	0	0	4930402H24Rik
56.7909033480733	43.2090966519267	0	4930404I05Rik
89.0398550724638	10.9601449275362	0	4930404N11Rik
91.2593984962406	0	8.7406015037594	4930405O22Rik
21.9798657718121	78.0201342281879	0	4930412O13Rik
38.7417218543046	61.2582781456954	0	4930417O13Rik
100	0	0	4930426D05Rik
96.9667318982387	0	3.03326810176125	4930426L09Rik
100	0	0	4930427A07Rik
88.7557603686636	0	11.2442396313364	4930428O21Rik
100	0	0	4930429B21Rik
58.8311688311688	41.1688311688312	0	4930430F08Rik
64.5522388059701	0	35.4477611940299	4930431P03Rik
82.61253309797	0	17.38746690203	4930432J09Rik
61.059413027917	0	38.940586972083	4930432K21Rik
100	0	0	4930447C04Rik
94.4230769230769	0	5.57692307692308	4930447F24Rik
98.9098116947473	1.09018830525273	0	4930447M23Rik
100	0	0	4930451G09Rik
58.3911234396671	0	41.6088765603329	4930452B06Rik
38.75	61.25	0	4930453N24Rik
65.375854214123	0	34.624145785877	4930455G09Rik
100	0	0	4930463O16Rik
38.0414312617702	49.7645951035781	12.1939736346516	4930478L05Rik
100	0	0	4930480K15Rik
100	0	0	4930480K23Rik
100	0	0	4930481A15Rik
87.2662511130899	12.7337488869101	0	4930486L24Rik
54.4844417327639	45.5155582672361	0	4930503L19Rik
60.2417730020148	39.7582269979852	0	4930507D05Rik
100	0	0	4930509E16Rik
97.6470588235294	2.35294117647059	0	4930511E03Rik
41.7006109979633	39.5621181262729	18.7372708757637	4930513N10Rik
100	0	0	4930515G01Rik
100	0	0	4930520O04Rik
100	0	0	4930523C07Rik
100	0	0	4930525G20Rik
100	0	0	4930526I15Rik
100	0	0	4930539E08Rik
72.4863600935308	24.3959469992206	3.11769290724864	4930544D05Rik
100	0	0	4930549C15Rik
100	0	0	4930550C14Rik
70.3493095044679	0	29.6506904955321	4930552P12Rik
73.4527687296417	0	26.5472312703583	4930556M19Rik
100	0	0	4930558J18Rik
66.3604240282686	33.6395759717314	0	4930563E22Rik
100	0	0	4930565N06Rik
76.2248995983936	23.7751004016064	0	4930577N17Rik
98.2213438735178	0	1.77865612648221	4930578C19Rik
100	0	0	4930579G18Rik
100	0	0	4930579G24Rik
39.5963479096588	60.4036520903412	0	4930579K19Rik
18.0231065468549	81.9768934531451	0	4930579P08Rik
70.254110612855	29.745889387145	0	4930581F22Rik
100	0	0	4930594C11Rik
69.7172619047619	30.2827380952381	0	4930599N23Rik
74.6280344557557	25.3719655442443	0	4931406C07Rik
100	0	0	4931406H21Rik
100	0	0	4931406P16Rik
