Unexplained	Promoter	Distal	gene
79.4042553191489	0	20.5957446808511	0610005C13Rik
98.6138613861386	0	1.38613861386139	0610007P14Rik
100	0	0	0610009B22Rik
100	0	0	0610009L18Rik
100	0	0	0610009O20Rik
100	0	0	0610010F05Rik
100	0	0	0610010K14Rik
80.0173010380623	0	19.9826989619377	0610012G03Rik
100	0	0	0610030E20Rik
100	0	0	0610037L13Rik
92.1401515151515	0	7.85984848484848	0610039H22Rik
80.2938634399309	0	19.7061365600691	0610040B10Rik
78.257328990228	21.742671009772	0	0610040J01Rik
100	0	0	1010001N08Rik
45.7681940700809	54.2318059299191	0	1110002L01Rik
100	0	0	1110004E09Rik
100	0	0	1110004F10Rik
77.0531400966183	22.9468599033816	0	1110006O24Rik
100	0	0	1110008F13Rik
100	0	0	1110008L16Rik
92.8774928774929	0	7.12250712250712	1110008P14Rik
100	0	0	1110012L19Rik
100	0	0	1110019D14Rik
49.8247663551402	41.3551401869159	8.82009345794393	1110020A21Rik
85.9911894273128	14.0088105726872	0	1110028F11Rik
100	0	0	1110032A03Rik
81.5345699831366	18.4654300168634	0	1110032F04Rik
100	0	0	1110034G24Rik
100	0	0	1110037F02Rik
100	0	0	1110038B12Rik
100	0	0	1110038F14Rik
61.7985611510791	0	38.2014388489209	1110046J04Rik
100	0	0	1110051M20Rik
100	0	0	1110059E24Rik
100	0	0	1110059G10Rik
100	0	0	1110065P20Rik
100	0	0	1190002N15Rik
100	0	0	1190007I07Rik
81.8657367044464	0	18.1342632955536	1300002E11Rik
100	0	0	1300017J02Rik
67.2226250906454	32.7773749093546	0	1500004A13Rik
100	0	0	1500009L16Rik
55.5963302752294	44.4036697247706	0	1500011B03Rik
56.3829787234043	43.6170212765958	0	1500011K16Rik
100	0	0	1500015A07Rik
100	0	0	1500015O10Rik
100	0	0	1500026H17Rik
100	0	0	1600002H07Rik
67.3946957878315	0	32.6053042121685	1600002K03Rik
100	0	0	1600010M07Rik
81.9949281487743	18.0050718512257	0	1600012H06Rik
99.0069513406157	0	0.99304865938431	1600014C10Rik
100	0	0	1600020E01Rik
100	0	0	1600023N17Rik
100	0	0	1600029I14Rik
72.1337579617834	0	27.8662420382166	1600029O15Rik
63.9586410635155	0	36.0413589364845	1700001C19Rik
100	0	0	1700001G11Rik
81.5652173913043	0	18.4347826086957	1700001G17Rik
100	0	0	1700001J11Rik
92.6829268292683	7.31707317073171	0	1700001L05Rik
98.0276134122288	0	1.9723865877712	1700001O22Rik
100	0	0	1700003E16Rik
89.5910780669145	0	10.4089219330855	1700007L15Rik
78.4246575342466	0	21.5753424657534	1700008J07Rik
92.7687916270219	0	7.23120837297812	1700008O03Rik
41.4778325123153	58.5221674876847	0	1700010I14Rik
100	0	0	1700012B07Rik
100	0	0	1700012D01Rik
100	0	0	1700012D16Rik
100	0	0	1700017B05Rik
51.4705882352941	40.1960784313725	8.33333333333333	1700019D03Rik
97.7362204724409	0	2.26377952755906	1700020I14Rik
100	0	0	1700020L24Rik
100	0	0	1700021F05Rik
100	0	0	1700022A21Rik
0	0	100	1700024P16Rik
96.8688845401174	0	3.13111545988258	1700025G04Rik
100	0	0	1700027F09Rik
90.2752293577982	9.72477064220183	0	1700027J07Rik
100	0	0	1700028E10Rik
100	0	0	1700028I16Rik
100	0	0	1700028J19Rik
100	0	0	1700028K03Rik
100	0	0	1700029J07Rik
100	0	0	1700029M20Rik
100	0	0	1700030C10Rik
100	0	0	1700030J22Rik
100	0	0	1700030K09Rik
100	0	0	1700034J05Rik
52.6630760023938	47.3369239976062	0	1700037C18Rik
100	0	0	1700037H04Rik
100	0	0	1700040L02Rik
99.9000999000999	0.0999000999000999	0	1700042O10Rik
100	0	0	1700047M11Rik
89.9446494464945	4.33579335793358	5.71955719557196	1700048O20Rik
47.3654390934844	34.4475920679887	18.1869688385269	1700052K11Rik
100	0	0	1700056E22Rik
100	0	0	1700061F12Rik
78.9646672144618	21.0353327855382	0	1700061G19Rik
99.9000999000999	0	0.0999000999000999	1700066B19Rik
