Unexplained	Promoter	Distal	gene
100	0	0	0610005C13Rik
100	0	0	0610007P14Rik
100	0	0	0610009B22Rik
64.8122392211405	35.1877607788595	0	0610009L18Rik
88.1294964028777	11.8705035971223	0	0610009O20Rik
100	0	0	0610010F05Rik
100	0	0	0610010K14Rik
100	0	0	0610012G03Rik
100	0	0	0610030E20Rik
59.553512803677	40.446487196323	0	0610037L13Rik
65.2173913043478	34.7826086956522	0	0610039H22Rik
100	0	0	0610040B10Rik
100	0	0	0610040J01Rik
84.9565217391304	15.0434782608696	0	1010001N08Rik
100	0	0	1110002L01Rik
96.6958211856171	3.3041788143829	0	1110004E09Rik
100	0	0	1110004F10Rik
100	0	0	1110006O24Rik
100	0	0	1110008F13Rik
100	0	0	1110008L16Rik
100	0	0	1110008P14Rik
100	0	0	1110012L19Rik
100	0	0	1110019D14Rik
100	0	0	1110020A21Rik
100	0	0	1110028F11Rik
100	0	0	1110032A03Rik
89.5910780669145	0	10.4089219330855	1110032F04Rik
100	0	0	1110034G24Rik
100	0	0	1110037F02Rik
100	0	0	1110038B12Rik
92.9590865842055	0	7.04091341579448	1110038F14Rik
93.3269780743565	0	6.67302192564347	1110046J04Rik
100	0	0	1110051M20Rik
100	0	0	1110059E24Rik
100	0	0	1110059G10Rik
100	0	0	1110065P20Rik
28.029197080292	71.970802919708	0	1190002N15Rik
100	0	0	1190007I07Rik
100	0	0	1300002E11Rik
100	0	0	1300017J02Rik
89.786443825441	0	10.213556174559	1500004A13Rik
100	0	0	1500009L16Rik
100	0	0	1500011B03Rik
100	0	0	1500011K16Rik
100	0	0	1500015A07Rik
100	0	0	1500015O10Rik
100	0	0	1500026H17Rik
100	0	0	1600002H07Rik
99.7005988023952	0	0.29940119760479	1600002K03Rik
100	0	0	1600010M07Rik
100	0	0	1600012H06Rik
100	0	0	1600014C10Rik
100	0	0	1600020E01Rik
73.4463276836158	0	26.5536723163842	1600023N17Rik
54.1013268998794	45.8986731001206	0	1600029I14Rik
100	0	0	1600029O15Rik
100	0	0	1700001C19Rik
100	0	0	1700001G11Rik
100	0	0	1700001G17Rik
38.2298424467099	61.7701575532901	0	1700001J11Rik
57.0242656449553	42.9757343550447	0	1700001L05Rik
83.6444444444444	0	16.3555555555556	1700001O22Rik
94.9282296650718	5.07177033492823	0	1700003E16Rik
100	0	0	1700007L15Rik
100	0	0	1700008J07Rik
100	0	0	1700008O03Rik
100	0	0	1700010I14Rik
100	0	0	1700012B07Rik
79.3691389599318	0	20.6308610400682	1700012D01Rik
100	0	0	1700012D16Rik
82.0713664055701	1.13141862489121	16.7972149695387	1700017B05Rik
78.9109766637856	0	21.0890233362143	1700019D03Rik
100	0	0	1700020I14Rik
100	0	0	1700020L24Rik
100	0	0	1700021F05Rik
98.7115956392468	0	1.28840436075322	1700022A21Rik
100	0	0	1700024P16Rik
75.4330708661417	24.5669291338583	0	1700025G04Rik
88.0503144654088	11.9496855345912	0	1700027F09Rik
100	0	0	1700027J07Rik
100	0	0	1700028E10Rik
100	0	0	1700028I16Rik
100	0	0	1700028J19Rik
100	0	0	1700028K03Rik
93.2380952380952	0	6.76190476190476	1700029J07Rik
100	0	0	1700029M20Rik
83.7188612099644	0	16.2811387900356	1700030C10Rik
100	0	0	1700030J22Rik
100	0	0	1700030K09Rik
64.1184573002755	35.8815426997245	0	1700034J05Rik
100	0	0	1700037C18Rik
100	0	0	1700037H04Rik
100	0	0	1700040L02Rik
95.2975047984645	4.70249520153551	0	1700042O10Rik
0	0	100	1700047M11Rik
100	0	0	1700048O20Rik
86.5367581930912	13.4632418069088	0	1700052K11Rik
