Unexplained	Promoter	Distal	gene
100	0	0	0610005C13Rik
100	0	0	0610007P14Rik
100	0	0	0610009B22Rik
100	0	0	0610009L18Rik
100	0	0	0610009O20Rik
100	0	0	0610010F05Rik
100	0	0	0610010K14Rik
100	0	0	0610012G03Rik
100	0	0	0610030E20Rik
100	0	0	0610037L13Rik
100	0	0	0610039H22Rik
96.0386473429952	3.96135265700483	0	0610040B10Rik
100	0	0	0610040J01Rik
0	100	0	1010001N08Rik
76.8614891913531	23.1385108086469	0	1110002L01Rik
100	0	0	1110004E09Rik
64.612188365651	35.387811634349	0	1110004F10Rik
100	0	0	1110006O24Rik
100	0	0	1110008F13Rik
68.8037529319781	0	31.1962470680219	1110008L16Rik
100	0	0	1110008P14Rik
100	0	0	1110012L19Rik
68.2464454976303	0	31.7535545023697	1110019D14Rik
100	0	0	1110020A21Rik
100	0	0	1110028F11Rik
100	0	0	1110032A03Rik
100	0	0	1110032F04Rik
99.3034825870647	0	0.696517412935324	1110034G24Rik
100	0	0	1110037F02Rik
100	0	0	1110038B12Rik
100	0	0	1110038F14Rik
39.9149740198394	60.0850259801606	0	1110046J04Rik
77.7147487844408	22.2852512155592	0	1110051M20Rik
86.8181818181818	0	13.1818181818182	1110059E24Rik
100	0	0	1110059G10Rik
92.0679886685552	0	7.93201133144476	1110065P20Rik
100	0	0	1190002N15Rik
33.7843378433784	66.2156621566216	0	1190007I07Rik
100	0	0	1300002E11Rik
23.823155216285	76.176844783715	0	1300017J02Rik
100	0	0	1500004A13Rik
69.1294806144843	30.8705193855157	0	1500009L16Rik
67.9505813953488	32.0494186046512	0	1500011B03Rik
18.2964487905301	81.7035512094699	0	1500011K16Rik
100	0	0	1500015A07Rik
12.8936742934051	0	87.1063257065949	1500015O10Rik
100	0	0	1500026H17Rik
81.0104529616725	0	18.9895470383275	1600002H07Rik
100	0	0	1600002K03Rik
100	0	0	1600010M07Rik
100	0	0	1600012H06Rik
89.786443825441	0	10.213556174559	1600014C10Rik
100	0	0	1600020E01Rik
100	0	0	1600023N17Rik
0	100	0	1600029I14Rik
100	0	0	1600029O15Rik
100	0	0	1700001C19Rik
100	0	0	1700001G11Rik
100	0	0	1700001G17Rik
66.7142857142857	33.2857142857143	0	1700001J11Rik
100	0	0	1700001L05Rik
100	0	0	1700001O22Rik
96.8841285296982	3.11587147030185	0	1700003E16Rik
100	0	0	1700007L15Rik
100	0	0	1700008J07Rik
100	0	0	1700008O03Rik
75.5924170616114	24.4075829383886	0	1700010I14Rik
66.8171557562077	0	33.1828442437923	1700012B07Rik
59.3571428571429	0	40.6428571428571	1700012D01Rik
53.8507109004739	46.1492890995261	0	1700012D16Rik
90.1395348837209	0	9.86046511627907	1700017B05Rik
100	0	0	1700019D03Rik
100	0	0	1700020I14Rik
98.7115956392468	0	1.28840436075322	1700020L24Rik
100	0	0	1700021F05Rik
100	0	0	1700022A21Rik
0	0	100	1700024P16Rik
100	0	0	1700025G04Rik
65.9685863874346	0	34.0314136125654	1700027F09Rik
92.9590865842055	0	7.04091341579448	1700027J07Rik
100	0	0	1700028E10Rik
100	0	0	1700028I16Rik
100	0	0	1700028J19Rik
100	0	0	1700028K03Rik
100	0	0	1700029J07Rik
32.0657276995305	0	67.9342723004695	1700029M20Rik
92.5093632958801	7.49063670411985	0	1700030C10Rik
1.42428142428142	98.5757185757186	0	1700030J22Rik
83.2155477031802	0	16.7844522968198	1700030K09Rik
88.5714285714286	0	11.4285714285714	1700034J05Rik
41.9660678642715	58.0339321357285	0	1700037C18Rik
100	0	0	1700037H04Rik
100	0	0	1700040L02Rik
100	0	0	1700042O10Rik
