Unexplained	Promoter	Distal	gene
54.7432024169184	45.2567975830816	0	0610005C13Rik
100	0	0	0610007P14Rik
77.5252525252525	0	22.4747474747475	0610009B22Rik
100	0	0	0610009L18Rik
96.58203125	0	3.41796875	0610009O20Rik
60.0436681222707	0	39.9563318777293	0610010F05Rik
95.2565343659245	0	4.74346563407551	0610010K14Rik
100	0	0	0610012G03Rik
66.3650075414781	0	33.6349924585219	0610030E20Rik
27.0658090054429	0	72.9341909945572	0610037L13Rik
100	0	0	0610039H22Rik
100	0	0	0610040B10Rik
64.6706586826347	0	35.3293413173653	0610040J01Rik
62.7303754266212	37.2696245733788	0	1010001N08Rik
66.3823738450604	33.6176261549396	0	1110002L01Rik
100	0	0	1110004E09Rik
80.6228373702422	0	19.3771626297578	1110004F10Rik
100	0	0	1110006O24Rik
100	0	0	1110008F13Rik
83.3333333333333	0	16.6666666666667	1110008L16Rik
86.7151956323931	0	13.2848043676069	1110008P14Rik
100	0	0	1110012L19Rik
80.0172265288544	0	19.9827734711456	1110019D14Rik
100	0	0	1110020A21Rik
100	0	0	1110028F11Rik
64.5209580838323	0	35.4790419161677	1110032A03Rik
87.4885844748858	0	12.5114155251142	1110032F04Rik
88.6740331491713	0	11.3259668508287	1110034G24Rik
70.0389105058366	0	29.9610894941634	1110037F02Rik
91.4473684210526	0	8.55263157894737	1110038B12Rik
82.646801051709	0	17.353198948291	1110038F14Rik
71.6553287981859	28.3446712018141	0	1110046J04Rik
100	0	0	1110051M20Rik
100	0	0	1110059E24Rik
100	0	0	1110059G10Rik
100	0	0	1110065P20Rik
100	0	0	1190002N15Rik
97.0617042115573	0	2.9382957884427	1190007I07Rik
73.365617433414	0	26.634382566586	1300002E11Rik
100	0	0	1300017J02Rik
64.580265095729	12.4447717231222	22.9749631811487	1500004A13Rik
96.9667318982387	0	3.03326810176125	1500009L16Rik
94.4284341978867	0	5.57156580211335	1500011B03Rik
94.6102021174206	0	5.3897978825794	1500011K16Rik
100	0	0	1500015A07Rik
77.741935483871	22.258064516129	0	1500015O10Rik
92.5960637300844	7.40393626991565	0	1500026H17Rik
37.3695198329854	0	62.6304801670146	1600002H07Rik
50.8135168961201	0	49.1864831038798	1600002K03Rik
100	0	0	1600010M07Rik
100	0	0	1600012H06Rik
100	0	0	1600014C10Rik
84.1832324978392	15.8167675021608	0	1600020E01Rik
100	0	0	1600023N17Rik
0	100	0	1600029I14Rik
72.1864951768489	0	27.8135048231511	1600029O15Rik
100	0	0	1700001C19Rik
100	0	0	1700001G11Rik
100	0	0	1700001G17Rik
100	0	0	1700001J11Rik
41.5029469548134	58.4970530451866	0	1700001L05Rik
100	0	0	1700001O22Rik
100	0	0	1700003E16Rik
100	0	0	1700007L15Rik
23.034398034398	76.965601965602	0	1700008J07Rik
48.8587291795188	0	51.1412708204812	1700008O03Rik
89.8630136986301	10.1369863013699	0	1700010I14Rik
100	0	0	1700012B07Rik
80.2664446294754	19.7335553705246	0	1700012D01Rik
87.4087591240876	0	12.5912408759124	1700012D16Rik
100	0	0	1700017B05Rik
100	0	0	1700019D03Rik
88.7661141804788	0	11.2338858195212	1700020I14Rik
100	0	0	1700020L24Rik
100	0	0	1700021F05Rik
56.8166992824527	20.221787345075	22.9615133724723	1700022A21Rik
30.5343511450382	69.4656488549618	0	1700024P16Rik
73.5294117647059	26.4705882352941	0	1700025G04Rik
7.80581693755346	0	92.1941830624465	1700027F09Rik
100	0	0	1700027J07Rik
100	0	0	1700028E10Rik
100	0	0	1700028I16Rik
100	0	0	1700028J19Rik
87.6599634369287	0	12.3400365630713	1700028K03Rik
100	0	0	1700029J07Rik
100	0	0	1700029M20Rik
92.687559354226	0	7.31244064577398	1700030C10Rik
100	0	0	1700030J22Rik
100	0	0	1700030K09Rik
100	0	0	1700034J05Rik
83.1261101243339	0.355239786856128	16.5186500888099	1700037C18Rik
81.9700967458223	0	18.0299032541777	1700037H04Rik
84	0	16	1700040L02Rik
18.3328936955948	81.6671063044052	0	1700042O10Rik
100	0	0	1700047M11Rik
100	0	0	1700048O20Rik
100	0	0	1700052K11Rik
89.3617021276596	0	10.6382978723404	1700056E22Rik
100	0	0	1700061F12Rik
99.8001998001998	0	0.1998001998002	1700061G19Rik
72.5190839694656	27.4809160305343	0	1700066B19Rik
52.3401450230719	0	47.6598549769282	1700066M21Rik
73.6201298701299	0	26.3798701298701	1700071M16Rik
41.0158121705798	58.9841878294202	0	1700084E18Rik
100	0	0	1700086O06Rik
39.9527186761229	60.0472813238771	0	1700094D03Rik
100	0	0	1700095J12Rik
88.0733944954129	0	11.9266055045872	1700096K18Rik
100	0	0	1700097N02Rik
87.7606527651859	4.89573889392566	7.34360834088849	1700102P08Rik
52.635046113307	0	47.364953886693	1700112E06Rik
66.3120567375886	33.6879432624113	0	1700113A16Rik
100	0	0	1700113H08Rik
60.4084321475626	39.5915678524374	0	1700122C19Rik
39.5467160037003	60.4532839962997	0	1700123M08Rik
76.6025641025641	23.3974358974359	0	1700123O20Rik
100	0	0	1810006J02Rik
100	0	0	1810010H24Rik
100	0	0	1810011H11Rik
65.7950530035336	34.2049469964664	0	1810011O10Rik
91.713747645951	0	8.28625235404896	1810013L24Rik
78.249787595582	0	21.750212404418	1810014B01Rik
100	0	0	1810022K09Rik
87.5912408759124	0	12.4087591240876	1810026B05Rik
100	0	0	1810026J23Rik
55.3979025293029	44.6020974706971	0	1810030O07Rik
100	0	0	1810032O08Rik
45.378590078329	54.621409921671	0	1810034E14Rik
100	0	0	1810037I17Rik
37.8856624319419	62.1143375680581	0	1810041H14Rik
100	0	0	1810041L15Rik
77.6490066225166	8.02980132450331	14.3211920529801	1810043G02Rik
100	0	0	1810044D09Rik
100	0	0	1810046K07Rik
100	0	0	1810055G02Rik
100	0	0	1810058I24Rik
100	0	0	1810062G17Rik
100	0	0	1810062O18Rik
35.6469580119966	64.3530419880034	0	1810065E05Rik
56.6485753052917	0	43.3514246947083	2010001A14Rik
93.4223069590086	0	6.57769304099142	2010016I18Rik
100	0	0	2010106E10Rik
100	0	0	2010107E04Rik
90.9090909090909	0	9.09090909090909	2010107G23Rik
64.083044982699	35.916955017301	0	2010109A12Rik
100	0	0	2010109I03Rik
88.7557603686636	0	11.2442396313364	2010111I01Rik
81.3811188811189	0	18.6188811188811	2010204K13Rik
67.267483777938	32.732516222062	0	2010300C02Rik
100	0	0	2010315B03Rik
