Unexplained	Promoter	Distal	gene	rank
0	0	100	0610039H22Rik	1
0	0	100	0610040J01Rik	2
0	0	100	1110008P14Rik	3
0	0	100	1110032F04Rik	4
0	0	100	1300017J02Rik	5
0	0	100	1600010M07Rik	6
0	0	100	1600014C10Rik	7
0	0	100	1600029I14Rik	8
0	0	100	1700012B07Rik	9
0	0	100	1700017B05Rik	10
0	0	100	1700025G04Rik	11
0	0	100	1700040L02Rik	12
0	0	100	1700047M11Rik	13
0	0	100	1700061F12Rik	14
0	0	100	1700113H08Rik	15
0	0	100	1810011H11Rik	16
0	0	100	1810011O10Rik	17
0	0	100	1810034E14Rik	18
0	0	100	1810058I24Rik	19
0	0	100	1810062G17Rik	20
0	0	100	1810065E05Rik	21
0	0	100	2010016I18Rik	22
0	0	100	2010106E10Rik	23
0	0	100	2010111I01Rik	24
0	0	100	2010300C02Rik	25
0	0	100	2310075C17Rik	26
0	0	100	2610035D17Rik	27
0	0	100	2610037D02Rik	28
0	0	100	2610507I01Rik	29
0	0	100	2810001G20Rik	30
0	0	100	2810025M15Rik	31
0	0	100	2810474O19Rik	32
0	0	100	2900026A02Rik	33
0	0	100	2900052N01Rik	34
0	0	100	4833411C07Rik	35
0	0	100	4833412C05Rik	36
0	0	100	4921525O09Rik	37
0	0	100	4922502D21Rik	38
0	0	100	4930417O13Rik	39
0	0	100	4930426D05Rik	40
0	0	100	4930455G09Rik	41
0	0	100	4930463O16Rik	42
0	0	100	4930486L24Rik	43
0	0	100	4930503L19Rik	44
0	0	100	4930523C07Rik	45
0	0	100	4930579P08Rik	46
0	0	100	4930581F22Rik	47
0	0	100	4933400F21Rik	48
0	0	100	4933417E11Rik	49
0	0	100	4933431E20Rik	50
0	0	100	5430427O19Rik	51
0	0	100	5430437J10Rik	52
0	0	100	5730559C18Rik	53
0	0	100	5830411N06Rik	54
0	0	100	5830418P13Rik	55
0	0	100	5830432E09Rik	56
0	0	100	5930403L14Rik	57
0	0	100	5930430L01Rik	58
0	0	100	6530402F18Rik	59
0	0	100	8430423G03Rik	60
0	0	100	9030404E10Rik	61
0	0	100	9030617O03Rik	62
0	0	100	9030619P08Rik	63
0	0	100	9530059O14Rik	64
0	0	100	9530068E07Rik	65
0	0	100	9630028I04Rik	66
0	0	100	9830166K06Rik	67
0	0	100	A130010J15Rik	68
0	0	100	A430078G23Rik	69
0	0	100	A430093F15Rik	70
0	0	100	A430105I19Rik	71
0	0	100	A4galt	72
0	0	100	A530099J19Rik	73
0	0	100	A630001G21Rik	74
0	0	100	A630023P12Rik	75
0	0	100	A630033H20Rik	76
0	0	100	A830080D01Rik	77
0	0	100	A930005H10Rik	78
0	0	100	AI467606	79
0	0	100	AI504432	80
0	0	100	AI593442	81
0	0	100	AI662270	82
0	0	100	AU015791	83
0	0	100	AU022793	84
0	0	100	Aagab	85
0	0	100	Abca13	86
0	0	100	Abca4	87
0	0	100	Abca6	88
0	0	100	Abca7	89
0	0	100	Abca9	90
0	0	100	Abcb10	91
0	0	100	Abcb1a	92
0	0	100	Abcb1b	93
0	0	100	Abcb4	94
0	0	100	Abcc1	95
0	0	100	Abcc3	96
0	0	100	Abcc5	97
0	0	100	Abcc8	98
0	0	100	Abcd1	99
0	0	100	Abcg1	100
0	0	100	Abcg2	101
0	0	100	Abcg3	102
0	0	100	Abcg5	103
0	0	100	Abhd12	104
0	0	100	Abhd15	105
0	0	100	Abhd3	106
0	0	100	Abi3	107
0	0	100	Abi3bp	108
0	0	100	Ablim1	109
0	0	100	Ablim3	110
0	0	100	Abr	111
0	0	100	Acaa1b	112
0	0	100	Acaa2	113
0	0	100	Acadm	114
0	0	100	Acads	115
0	0	100	Acan	116
0	0	100	Acap1	117
0	0	100	Acat1	118
0	0	100	Acbd7	119
0	0	100	Ace	120
0	0	100	Ace2	121
0	0	100	Ache	122
0	0	100	Ackr3	123
0	0	100	Aco1	124
0	0	100	Acot5	125
0	0	100	Acot9	126
0	0	100	Acox1	127
0	0	100	Acox3	128
0	0	100	Acp5	129
0	0	100	Acpp	130
0	0	100	Acsbg1	131
0	0	100	Acss1	132
0	0	100	Acss2	133
0	0	100	Actb	134
0	0	100	Actn1	135
0	0	100	Actn2	136
0	0	100	Actr3	137
0	0	100	Acvrl1	138
0	0	100	Acy1	139
0	0	100	Ada	140
0	0	100	Adam11	141
0	0	100	Adam15	142
0	0	100	Adam19	143
0	0	100	Adam23	144
0	0	100	Adam3	145
0	0	100	Adam8	146
0	0	100	Adamdec1	147
0	0	100	Adamts1	148
0	0	100	Adamts10	149
0	0	100	Adamts14	150
0	0	100	Adamts15	151
0	0	100	Adamtsl5	152
0	0	100	Adap1	153
0	0	100	Adap2	154
0	0	100	Adcy3	155
0	0	100	Adcy4	156
0	0	100	Adcy5	157
0	0	100	Adcy6	158
0	0	100	Adcy7	159
0	0	100	Adcy8	160
0	0	100	Add1	161
0	0	100	Add2	162
0	0	100	Add3	163
0	0	100	Adgb	164
0	0	100	Adgre4	165
0	0	100	Adgre5	166
0	0	100	Adgrf5	167
0	0	100	Adgrg1	168
0	0	100	Adgrg3	169
0	0	100	Adgrg5	170
0	0	100	Adgrg6	171
0	0	100	Adgrg7	172
0	0	100	Adgrl1	173
0	0	100	Adgrl2	174
0	0	100	Adgrl3	175
0	0	100	Adgrl4	176
0	0	100	Adh1	177
0	0	100	Adh6a	178
0	0	100	Adm	179
0	0	100	Adm2	180
0	0	100	Adora2a	181
0	0	100	Adora3	182
0	0	100	Adpgk	183
0	0	100	Adrb2	184
0	0	100	Adrbk1	185
0	0	100	Adssl1	186
0	0	100	Adtrp	187
0	0	100	Aebp2	188
0	0	100	Afap1l1	189
0	0	100	Aff3	190
0	0	100	Aff4	191
0	0	100	Afmid	192
0	0	100	Agap1	193
0	0	100	Agbl1	194
0	0	100	Agfg1	195
0	0	100	Agmo	196
0	0	100	Agpat2	197
0	0	100	Agpat3	198
0	0	100	Agpat4	199
0	0	100	Agpat9	200
0	0	100	Ahcyl2	201
0	0	100	Ahnak	202
0	0	100	Aicda	203
0	0	100	Aif1	204
0	0	100	Aif1l	205
0	0	100	Aim1	206
0	0	100	Aire	207
0	0	100	Airn	208
0	0	100	Ajuba	209
0	0	100	Ak1	210
0	0	100	Ak3	211
0	0	100	Ak4	212
0	0	100	Ak8	213
0	0	100	Akap17b	214
0	0	100	Akr1b7	215
0	0	100	Akr1c13	216
0	0	100	Akr1c18	217
0	0	100	Akt2	218
0	0	100	Alas2	219
0	0	100	Aldh1a1	220
0	0	100	Aldh1a2	221
0	0	100	Aldh2	222
0	0	100	Aldh3a1	223
0	0	100	Aldh3a2	224
0	0	100	Aldh3b1	225
0	0	100	Aldh3b2	226
0	0	100	Aldh3b3	227
0	0	100	Aldob	228
0	0	100	Alg5	229
0	0	100	Alox15	230
0	0	100	Alox5	231
0	0	100	Alox5ap	232
0	0	100	Aloxe3	233
0	0	100	Alpi	234
0	0	100	Als2	235
0	0	100	Als2cl	236
0	0	100	Amica1	237
0	0	100	Ampd1	238
0	0	100	Ampd3	239
0	0	100	Amz1	240
0	0	100	Anapc16	241
0	0	100	Ang	242
0	0	100	Angpt1	243
0	0	100	Angptl2	244
0	0	100	Angptl4	245
0	0	100	Ankrd33b	246
0	0	100	Ankrd35	247
0	0	100	Ankrd37	248
0	0	100	Ankrd44	249
0	0	100	Ankrd55	250
0	0	100	Ankrd6	251
0	0	100	Anks6	252
0	0	100	Ano6	253
0	0	100	Anxa1	254
0	0	100	Anxa2	255
0	0	100	Anxa5	256
0	0	100	Anxa6	257
0	0	100	Aoc1	258
0	0	100	Aox2	259
0	0	100	Aox3	260
0	0	100	Ap1b1	261
0	0	100	Ap1m1	262
0	0	100	Ap2a2	263
0	0	100	Ap2m1	264
0	0	100	Apbb2	265
0	0	100	Aph1a	266
0	0	100	Aph1c	267
0	0	100	Aplp2	268
0	0	100	Apoa1	269
0	0	100	Apoa4	270
0	0	100	Apobr	271
0	0	100	Apoc1	272
0	0	100	Apoc3	273
0	0	100	Apoc4	274
0	0	100	Apoe	275
0	0	100	Apol10b	276
0	0	100	Apol11b	277
0	0	100	Apol7b	278
0	0	100	Apol7c	279
0	0	100	Apol7e	280
0	0	100	Appl2	281
0	0	100	Aqp11	282
0	0	100	Aqp3	283
0	0	100	Aqp9	284
0	0	100	Arap1	285
0	0	100	Arap2	286
0	0	100	Arap3	287
0	0	100	Areg	288
0	0	100	Arf2	289
0	0	100	Arf4	290
0	0	100	Arfgap3	291
0	0	100	Arg1	292
0	0	100	Arhgap1	293
0	0	100	Arhgap12	294
0	0	100	Arhgap15	295
0	0	100	Arhgap17	296
0	0	100	Arhgap19	297
0	0	100	Arhgap20	298
0	0	100	Arhgap22	299
0	0	100	Arhgap24	300
0	0	100	Arhgap26	301
0	0	100	Arhgap27	302
0	0	100	Arhgap27os3	303
0	0	100	Arhgap28	304
0	0	100	Arhgap29	305
0	0	100	Arhgap31	306
0	0	100	Arhgap32	307
0	0	100	Arhgap6	308
0	0	100	Arhgap8	309
0	0	100	Arhgap9	310
0	0	100	Arhgdib	311
0	0	100	Arhgef10	312
0	0	100	Arhgef10l	313
0	0	100	Arhgef12	314
0	0	100	Arhgef18	315
0	0	100	Arhgef2	316
0	0	100	Arhgef28	317
0	0	100	Arhgef3	318
0	0	100	Arhgef40	319
0	0	100	Arid1a	320
0	0	100	Arid3b	321
0	0	100	Arl11	322
0	0	100	Arl3	323
0	0	100	Arl4a	324
0	0	100	Arl4c	325
0	0	100	Arl4d	326
0	0	100	Arl5a	327
0	0	100	Arl5c	328
0	0	100	Armc3	329
0	0	100	Armc7	330
0	0	100	Armcx1	331
0	0	100	Armcx2	332
0	0	100	Arnt2	333
0	0	100	Arntl	334
0	0	100	Arpc1b	335
0	0	100	Arpc2	336
0	0	100	Arpc5l	337
0	0	100	Arpin	338
0	0	100	Arpp21	339
0	0	100	Arrb1	340
0	0	100	Arrb2	341
0	0	100	Arrdc1	342
0	0	100	Arrdc4	343
0	0	100	Arsb	344
0	0	100	Arsg	345
0	0	100	Arsi	346
0	0	100	Art2a-ps	347
0	0	100	Art2b	348
0	0	100	As3mt	349
0	0	100	Asah1	350
0	0	100	Asap1	351
0	0	100	Asap3	352
0	0	100	Asb10	353
0	0	100	Asb2	354
0	0	100	Asb8	355
0	0	100	Ascl2	356
0	0	100	Aspa	357
0	0	100	Asph	358
0	0	100	Asrgl1	359
0	0	100	Asz1	360
0	0	100	Atat1	361
0	0	100	Atf6	362
0	0	100	Atg13	363
0	0	100	Atg5	364
0	0	100	Atg9b	365
0	0	100	Atp10a	366
0	0	100	Atp10d	367
0	0	100	Atp11a	368
0	0	100	Atp11b	369
0	0	100	Atp1a1	370
0	0	100	Atp1a3	371
0	0	100	Atp1b1	372
0	0	100	Atp1b3	373
0	0	100	Atp2a1	374
0	0	100	Atp2a3	375
0	0	100	Atp2b1	376
0	0	100	Atp2b4	377
0	0	100	Atp4a	378
0	0	100	Atp6v0a1	379
0	0	100	Atp6v0d2	380
0	0	100	Atp6v1d	381
0	0	100	Atp8a1	382
0	0	100	Atp8a2	383
0	0	100	Atp8b2	384
0	0	100	Atp8b4	385
0	0	100	Atxn10	386
0	0	100	Auh	387
0	0	100	Azin1	388
0	0	100	B230118H07Rik	389
0	0	100	B2m	390
0	0	100	B3galnt1	391
0	0	100	B3gnt5	392
0	0	100	B3gnt7	393
0	0	100	B3gnt8	394
0	0	100	B3gnt9	395
0	0	100	B430010I23Rik	396
0	0	100	B4galnt1	397
0	0	100	B4galnt4	398
0	0	100	B4galt1	399
0	0	100	B4galt3	400
0	0	100	B4galt5	401
0	0	100	BC028528	402
0	0	100	BC035044	403
0	0	100	BC049352	404
0	0	100	BC064078	405
0	0	100	Bach2	406
0	0	100	Bad	407
0	0	100	Baiap2	408
0	0	100	Baiap3	409
0	0	100	Bank1	410
0	0	100	Basp1	411
0	0	100	Batf	412
0	0	100	Baz1a	413
0	0	100	Baz2b	414
0	0	100	Bcam	415
0	0	100	Bcar3	416
0	0	100	Bcl11a	417
0	0	100	Bcl11b	418
0	0	100	Bcl2	419
0	0	100	Bcl2a1a	420
0	0	100	Bcl2a1b	421
0	0	100	Bcl2a1d	422
0	0	100	Bcl2l1	423
0	0	100	Bcl2l11	424
0	0	100	Bcl2l14	425
0	0	100	Bcl2l15	426
0	0	100	Bcl6	427
0	0	100	Bcl7a	428
0	0	100	Bcl9	429
0	0	100	Bcl9l	430
0	0	100	Bcr	431
0	0	100	Bdh2	432
0	0	100	Bdkrb2	433
0	0	100	Bend4	434
0	0	100	Bend5	435
0	0	100	Bend7	436
0	0	100	Bex6	437
0	0	100	Bglap3	438
0	0	100	Bgn	439
0	0	100	Bhlha15	440
0	0	100	Bhlhe40	441
0	0	100	Bhlhe41	442
0	0	100	Bicc1	443
0	0	100	Bik	444
0	0	100	Bin1	445
0	0	100	Bin2	446
0	0	100	Bin3	447
0	0	100	Birc3	448
0	0	100	Birc6	449
0	0	100	Blk	450
0	0	100	Blnk	451
0	0	100	Blvrb	452
0	0	100	Bmp1	453
0	0	100	Bmp2	454
0	0	100	Bmp2k	455
0	0	100	Bmp7	456
0	0	100	Bmpr2	457
0	0	100	Bmyc	458
0	0	100	Bpgm	459
0	0	100	Bpifb3	460
0	0	100	Bpifb5	461
0	0	100	Bpifc	462
0	0	100	Bptf	463
0	0	100	Bri3bp	464
0	0	100	Bsg	465
0	0	100	Bsn	466
0	0	100	Bst1	467
0	0	100	Btbd11	468
0	0	100	Btk	469
0	0	100	Btla	470
0	0	100	Btnl2	471
0	0	100	Btnl4	472
0	0	100	Btnl6	473
0	0	100	Btnl9	474
0	0	100	Bvht	475
0	0	100	C030013G03Rik	476
0	0	100	C030034L19Rik	477
0	0	100	C1qa	478
0	0	100	C1qtnf1	479
0	0	100	C2cd5	480
0	0	100	C3ar1	481
0	0	100	C4b	482
0	0	100	C5ar1	483
0	0	100	C5ar2	484
0	0	100	C6	485
